item,itemSupport,frontItem,frontItemSupport,endItem,endItemSupport,calcSupport
"[""7241"",""7261""]",0.180851064,"[""7241""]",0.292553191,"[""7261""]",0.265957447,0.61818182
"[""7241"",""7261""]",0.180851064,"[""7261""]",0.265957447,"[""7241""]",0.292553191,0.68
"[""7241"",""7271""]",0.175531915,"[""7241""]",0.292553191,"[""7271""]",0.27393617,0.600000001
"[""7241"",""7271""]",0.175531915,"[""7271""]",0.27393617,"[""7241""]",0.292553191,0.6407767
"[""7241"",""7291""]",0.17287234,"[""7241""]",0.292553191,"[""7291""]",0.247340426,0.59090909
"[""7241"",""7291""]",0.17287234,"[""7291""]",0.247340426,"[""7241""]",0.292553191,0.698924728
"[""7231"",""7251""]",0.154255319,"[""7231""]",0.281914894,"[""7251""]",0.252659574,0.54716981
"[""7231"",""7251""]",0.154255319,"[""7251""]",0.252659574,"[""7231""]",0.281914894,0.610526316
"[""7231"",""7261""]",0.156914894,"[""7231""]",0.281914894,"[""7261""]",0.265957447,0.556603774
"[""7231"",""7261""]",0.156914894,"[""7261""]",0.265957447,"[""7231""]",0.281914894,0.590000001
"[""7231"",""7291""]",0.154255319,"[""7231""]",0.281914894,"[""7291""]",0.247340426,0.54716981
"[""7231"",""7291""]",0.154255319,"[""7291""]",0.247340426,"[""7231""]",0.281914894,0.623655912
"[""7250"",""7290""]",0.151595745,"[""7250""]",0.191489362,"[""7290""]",0.276595745,0.791666667
"[""7250"",""7290""]",0.151595745,"[""7290""]",0.276595745,"[""7250""]",0.191489362,0.548076924
"[""7251"",""7261""]",0.151595745,"[""7251""]",0.252659574,"[""7261""]",0.265957447,0.600000002
"[""7251"",""7261""]",0.151595745,"[""7261""]",0.265957447,"[""7251""]",0.252659574,0.570000001
"[""7260"",""7290""]",0.17287234,"[""7260""]",0.212765957,"[""7290""]",0.276595745,0.8125
"[""7260"",""7290""]",0.17287234,"[""7290""]",0.276595745,"[""7260""]",0.212765957,0.624999998
"[""7261"",""7271""]",0.154255319,"[""7261""]",0.265957447,"[""7271""]",0.27393617,0.579999999
"[""7261"",""7271""]",0.154255319,"[""7271""]",0.27393617,"[""7261""]",0.265957447,0.563106796
"[""7261"",""7291""]",0.151595745,"[""7261""]",0.265957447,"[""7291""]",0.247340426,0.570000001
"[""7261"",""7291""]",0.151595745,"[""7291""]",0.247340426,"[""7261""]",0.265957447,0.612903226
"[""7230"",""7290""]",0.17287234,"[""7230""]",0.218085106,"[""7290""]",0.276595745,0.792682926
"[""7230"",""7290""]",0.17287234,"[""7290""]",0.276595745,"[""7230""]",0.218085106,0.624999998
"[""7271"",""7291""]",0.156914894,"[""7271""]",0.27393617,"[""7291""]",0.247340426,0.572815536
"[""7271"",""7291""]",0.156914894,"[""7291""]",0.247340426,"[""7271""]",0.27393617,0.634408602
"[""7280"",""7290""]",0.178191489,"[""7280""]",0.210106383,"[""7290""]",0.276595745,0.848101264
"[""7280"",""7290""]",0.178191489,"[""7290""]",0.276595745,"[""7280""]",0.210106383,0.644230767
"[""10"",""7170"",""7180""]",0.156914894,"[""10""]",0.510638298,"[""7170"",""7180""]",0.289893617,0.307291667
"[""10"",""7170"",""7180""]",0.156914894,"[""7170""]",0.369680851,"[""10"",""7180""]",0.188829787,0.424460433
"[""10"",""7170"",""7180""]",0.156914894,"[""7180""]",0.343085106,"[""10"",""7170""]",0.207446809,0.457364343
"[""10"",""7170"",""7180""]",0.156914894,"[""10"",""7170""]",0.207446809,"[""7180""]",0.343085106,0.756410256
"[""10"",""7170"",""7180""]",0.156914894,"[""10"",""7180""]",0.188829787,"[""7170""]",0.369680851,0.830985919
"[""10"",""7170"",""7180""]",0.156914894,"[""7170"",""7180""]",0.289893617,"[""10""]",0.510638298,0.541284405
"[""7210"",""7170"",""7180""]",0.167553191,"[""7210""]",0.231382979,"[""7170"",""7180""]",0.289893617,0.724137928
"[""7210"",""7170"",""7180""]",0.167553191,"[""7170""]",0.369680851,"[""7210"",""7180""]",0.186170213,0.453237409
"[""7210"",""7170"",""7180""]",0.167553191,"[""7180""]",0.343085106,"[""7210"",""7170""]",0.191489362,0.488372092
"[""7210"",""7170"",""7180""]",0.167553191,"[""7210"",""7170""]",0.191489362,"[""7180""]",0.343085106,0.874999996
"[""7210"",""7170"",""7180""]",0.167553191,"[""7210"",""7180""]",0.186170213,"[""7170""]",0.369680851,0.899999996
"[""7210"",""7170"",""7180""]",0.167553191,"[""7170"",""7180""]",0.289893617,"[""7210""]",0.231382979,0.57798165
"[""7210"",""7170"",""7270""]",0.162234043,"[""7210""]",0.231382979,"[""7170"",""7270""]",0.25,0.701149426
"[""7210"",""7170"",""7270""]",0.162234043,"[""7170""]",0.369680851,"[""7210"",""7270""]",0.194148936,0.438848922
"[""7210"",""7170"",""7270""]",0.162234043,"[""7270""]",0.321808511,"[""7210"",""7170""]",0.191489362,0.504132232
"[""7210"",""7170"",""7270""]",0.162234043,"[""7210"",""7170""]",0.191489362,"[""7270""]",0.321808511,0.847222223
"[""7210"",""7170"",""7270""]",0.162234043,"[""7210"",""7270""]",0.194148936,"[""7170""]",0.369680851,0.835616441
"[""7210"",""7170"",""7270""]",0.162234043,"[""7170"",""7270""]",0.25,"[""7210""]",0.231382979,0.648936172
"[""7210"",""7180"",""7270""]",0.167553191,"[""7210""]",0.231382979,"[""7180"",""7270""]",0.242021277,0.724137928
"[""7210"",""7180"",""7270""]",0.167553191,"[""7180""]",0.343085106,"[""7210"",""7270""]",0.194148936,0.488372092
"[""7210"",""7180"",""7270""]",0.167553191,"[""7270""]",0.321808511,"[""7210"",""7180""]",0.186170213,0.520661155
"[""7210"",""7180"",""7270""]",0.167553191,"[""7210"",""7180""]",0.186170213,"[""7270""]",0.321808511,0.899999996
"[""7210"",""7180"",""7270""]",0.167553191,"[""7210"",""7270""]",0.194148936,"[""7180""]",0.343085106,0.863013697
"[""7210"",""7180"",""7270""]",0.167553191,"[""7180"",""7270""]",0.242021277,"[""7210""]",0.231382979,0.692307689
"[""7210"",""7270"",""7240""]",0.159574468,"[""7210""]",0.231382979,"[""7270"",""7240""]",0.199468085,0.689655171
"[""7210"",""7270"",""7240""]",0.159574468,"[""7270""]",0.321808511,"[""7210"",""7240""]",0.17287234,0.495867768
"[""7210"",""7270"",""7240""]",0.159574468,"[""7240""]",0.228723404,"[""7210"",""7270""]",0.194148936,0.697674419
"[""7210"",""7270"",""7240""]",0.159574468,"[""7210"",""7270""]",0.194148936,"[""7240""]",0.228723404,0.821917809
"[""7210"",""7270"",""7240""]",0.159574468,"[""7210"",""7240""]",0.17287234,"[""7270""]",0.321808511,0.923076925
"[""7210"",""7270"",""7240""]",0.159574468,"[""7270"",""7240""]",0.199468085,"[""7210""]",0.231382979,0.8
"[""7210"",""7270"",""7290""]",0.156914894,"[""7210""]",0.231382979,"[""7270"",""7290""]",0.234042553,0.67816092
"[""7210"",""7270"",""7290""]",0.156914894,"[""7270""]",0.321808511,"[""7210"",""7290""]",0.167553191,0.487603306
"[""7210"",""7270"",""7290""]",0.156914894,"[""7290""]",0.276595745,"[""7210"",""7270""]",0.194148936,0.567307693
"[""7210"",""7270"",""7290""]",0.156914894,"[""7210"",""7270""]",0.194148936,"[""7290""]",0.276595745,0.808219181
"[""7210"",""7270"",""7290""]",0.156914894,"[""7210"",""7290""]",0.167553191,"[""7270""]",0.321808511,0.936507942
"[""7210"",""7270"",""7290""]",0.156914894,"[""7270"",""7290""]",0.234042553,"[""7210""]",0.231382979,0.670454548
"[""7130"",""7150"",""7170""]",0.156914894,"[""7130""]",0.244680851,"[""7150"",""7170""]",0.210106383,0.64130435
"[""7130"",""7150"",""7170""]",0.156914894,"[""7150""]",0.247340426,"[""7130"",""7170""]",0.215425532,0.634408602
"[""7130"",""7150"",""7170""]",0.156914894,"[""7170""]",0.369680851,"[""7130"",""7150""]",0.17287234,0.424460433
"[""7130"",""7150"",""7170""]",0.156914894,"[""7130"",""7150""]",0.17287234,"[""7170""]",0.369680851,0.907692312
"[""7130"",""7150"",""7170""]",0.156914894,"[""7130"",""7170""]",0.215425532,"[""7150""]",0.247340426,0.728395063
"[""7130"",""7150"",""7170""]",0.156914894,"[""7150"",""7170""]",0.210106383,"[""7130""]",0.244680851,0.746835445
"[""7130"",""7150"",""7180""]",0.154255319,"[""7130""]",0.244680851,"[""7150"",""7180""]",0.212765957,0.630434782
"[""7130"",""7150"",""7180""]",0.154255319,"[""7150""]",0.247340426,"[""7130"",""7180""]",0.188829787,0.623655912
"[""7130"",""7150"",""7180""]",0.154255319,"[""7180""]",0.343085106,"[""7130"",""7150""]",0.17287234,0.449612403
"[""7130"",""7150"",""7180""]",0.154255319,"[""7130"",""7150""]",0.17287234,"[""7180""]",0.343085106,0.892307694
"[""7130"",""7150"",""7180""]",0.154255319,"[""7130"",""7180""]",0.188829787,"[""7150""]",0.247340426,0.816901409
"[""7130"",""7150"",""7180""]",0.154255319,"[""7150"",""7180""]",0.212765957,"[""7130""]",0.244680851,0.725000001
"[""7130"",""7170"",""7180""]",0.175531915,"[""7130""]",0.244680851,"[""7170"",""7180""]",0.289893617,0.717391305
"[""7130"",""7170"",""7180""]",0.175531915,"[""7170""]",0.369680851,"[""7130"",""7180""]",0.188829787,0.474820144
"[""7130"",""7170"",""7180""]",0.175531915,"[""7180""]",0.343085106,"[""7130"",""7170""]",0.215425532,0.511627908
"[""7130"",""7170"",""7180""]",0.175531915,"[""7130"",""7170""]",0.215425532,"[""7180""]",0.343085106,0.814814815
"[""7130"",""7170"",""7180""]",0.175531915,"[""7130"",""7180""]",0.188829787,"[""7170""]",0.369680851,0.929577467
"[""7130"",""7170"",""7180""]",0.175531915,"[""7170"",""7180""]",0.289893617,"[""7130""]",0.244680851,0.605504588
"[""7130"",""7170"",""7270""]",0.170212766,"[""7130""]",0.244680851,"[""7170"",""7270""]",0.25,0.695652174
"[""7130"",""7170"",""7270""]",0.170212766,"[""7170""]",0.369680851,"[""7130"",""7270""]",0.180851064,0.460431655
